Currency,CurrencyName,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD),Difference,Change%,LogClosingPrice
BCH,Bitcoin Cash,11/14/2020,255.543606,259.4815348,262.1846244,253.703134,-5.2738408,-0.020637733,2.407465019
BCH,Bitcoin Cash,11/15/2020,241.3113107,255.3203358,260.3573918,237.540468,-14.2322953,-0.058978981,2.382577679
BCH,Bitcoin Cash,11/16/2020,250.3531673,242.0034173,253.3971744,235.2131452,9.0418566,0.036116406,2.39855309
BCH,Bitcoin Cash,11/17/2020,255.9801112,250.1542578,258.4425122,249.0016136,5.6269439,0.021981957,2.408206223
BCH,Bitcoin Cash,11/18/2020,246.9760067,255.5866569,258.7765527,242.6670454,-9.0041045,-0.036457406,2.392654764
BCH,Bitcoin Cash,11/19/2020,247.1515939,246.4061244,250.1321396,241.816048,0.1755872,0.000710443,2.392963416
BCH,Bitcoin Cash,11/20/2020,257.3507741,246.2600169,260.4148586,245.9491088,10.1991802,0.039631434,2.410525479
BCH,Bitcoin Cash,11/21/2020,299.3126789,260.07986,308.2049496,256.3608925,41.9619048,0.140194211,2.476125114
BCH,Bitcoin Cash,11/22/2020,294.5446951,304.6223184,312.4021875,277.5986838,-4.7679838,-0.016187641,2.469151205
BCH,Bitcoin Cash,11/23/2020,319.5976955,288.7579502,324.0588545,282.4417229,25.0530004,0.078389177,2.504603639
BCH,Bitcoin Cash,11/24/2020,341.3071344,323.1180202,372.1261755,322.3785262,21.7094389,0.063606754,2.533145367
BCH,Bitcoin Cash,11/25/2020,313.3853736,348.3151314,363.205048,312.9995559,-27.9217608,-0.089097205,2.496078723
BCH,Bitcoin Cash,11/26/2020,271.8790136,313.1017304,321.4178121,251.6327078,-41.50636,-0.152664818,2.434375686
BCH,Bitcoin Cash,11/27/2020,264.4694788,271.7603699,279.614269,255.9913539,-7.4095348,-0.028016597,2.422375559
BCH,Bitcoin Cash,11/28/2020,278.6416733,265.8001396,285.2933539,261.2581793,14.1721945,0.050861719,2.445046069
BCH,Bitcoin Cash,11/29/2020,282.8615566,276.3388629,289.4202575,272.4183288,4.2198833,0.014918547,2.451573927
BCH,Bitcoin Cash,11/30/2020,319.1752914,285.3618006,319.1752914,280.4176569,36.3137348,0.11377364,2.504029264
BCH,Bitcoin Cash,12/1/2020,293.2520731,317.2929611,321.1289663,272.2857947,-25.9232183,-0.088399096,2.467241091
BCH,Bitcoin Cash,12/2/2020,292.5400492,288.003208,298.0643041,280.703755,-0.7120239,-0.002433936,2.46618533
BCH,Bitcoin Cash,12/3/2020,290.8494623,294.3891552,297.4971093,285.8974118,-1.6905869,-0.005812584,2.463668265
BCH,Bitcoin Cash,12/4/2020,281.4055378,292.3927686,306.377246,279.5070776,-9.4439245,-0.033559839,2.44933264
BCH,Bitcoin Cash,12/5/2020,283.5195612,279.8576041,287.0641203,274.6713732,2.1140234,0.007456358,2.452583028
BCH,Bitcoin Cash,12/6/2020,283.6788285,289.7442175,293.7521118,280.9557449,0.1592673,0.000561435,2.452826925
BCH,Bitcoin Cash,12/7/2020,284.2057272,286.452317,290.0229691,281.2010026,0.5268987,0.001853934,2.453632825
BCH,Bitcoin Cash,12/8/2020,269.1807546,283.9654888,284.8254319,267.5862751,-15.0249726,-0.05581741,2.430044006
BCH,Bitcoin Cash,12/9/2020,270.1038736,267.5847714,271.2223357,254.8997634,0.923119,0.003417644,2.431530813
BCH,Bitcoin Cash,12/10/2020,267.2070959,268.9192291,269.4205369,261.3590235,-2.8967777,-0.010840946,2.426847987
BCH,Bitcoin Cash,12/11/2020,261.1523297,265.8644011,266.8179376,256.2530137,-6.0547662,-0.023184806,2.416893904
BCH,Bitcoin Cash,12/12/2020,269.6267485,259.3122446,269.9225571,258.0679105,8.4744188,0.031430186,2.430762974
BCH,Bitcoin Cash,12/13/2020,275.0335768,268.0255273,282.4278686,265.9973138,5.4068283,0.019658794,2.439385717
BCH,Bitcoin Cash,12/14/2020,272.8887124,275.7884159,277.1269718,265.0882124,-2.1448644,-0.00785985,2.435985572
BCH,Bitcoin Cash,12/15/2020,289.0037729,276.7829706,298.8462532,270.4617588,16.1150605,0.055760727,2.460903512
BCH,Bitcoin Cash,12/16/2020,308.1734271,288.8395521,308.1920015,282.4131085,19.1696542,0.062204111,2.488795188
BCH,Bitcoin Cash,12/17/2020,311.8033171,312.2392028,331.367376,301.0736359,3.62989,0.011641602,2.493880731
BCH,Bitcoin Cash,12/18/2020,310.1635232,310.8086331,322.9537602,304.9379807,-1.6397939,-0.005286869,2.491590721
BCH,Bitcoin Cash,12/19/2020,321.5684848,313.544951,325.4689586,309.5114067,11.4049616,0.035466665,2.507273479
BCH,Bitcoin Cash,12/20/2020,345.6669523,318.1183387,368.1983951,310.1673113,24.0984675,0.069715856,2.538657861
BCH,Bitcoin Cash,12/21/2020,320.5609895,349.22926,378.2788802,307.2684752,-25.1059628,-0.078318834,2.50591067
BCH,Bitcoin Cash,12/22/2020,309.8905423,313.4102192,323.063693,298.6765692,-10.6704472,-0.034432955,2.491208322
BCH,Bitcoin Cash,12/23/2020,275.0034243,322.5665062,326.0965256,266.8995444,-34.887118,-0.126860668,2.439338102
BCH,Bitcoin Cash,12/24/2020,292.4548589,275.4042234,294.0565854,270.6814142,17.4514346,0.059672233,2.466058841
BCH,Bitcoin Cash,12/25/2020,312.0856112,296.9349839,324.905421,293.4598172,19.6307523,0.062901818,2.494273746
BCH,Bitcoin Cash,12/26/2020,322.1116852,319.0881988,329.2064503,310.0745962,10.026074,0.03112608,2.50800648
BCH,Bitcoin Cash,12/27/2020,340.1763437,323.0936664,365.8062231,307.2776649,18.0646585,0.053103806,2.531704109
BCH,Bitcoin Cash,12/28/2020,356.4214596,337.2272995,376.2657777,333.490685,16.2451159,0.045578389,2.551963844
BCH,Bitcoin Cash,12/29/2020,347.0632659,360.2418781,366.1119084,330.4774906,-9.3581937,-0.026963942,2.540408649
BCH,Bitcoin Cash,12/30/2020,356.0288473,352.3413167,362.7131103,341.6480737,8.9655814,0.025182177,2.551485188
BCH,Bitcoin Cash,12/31/2020,344.4703633,358.9439365,361.2804441,334.8296862,-11.558484,-0.033554364,2.537151863
BCH,Bitcoin Cash,1/1/2021,339.5431854,342.2835186,354.8136461,336.399047,-4.9271779,-0.014511197,2.530895019
BCH,Bitcoin Cash,1/2/2021,352.456504,342.1236516,366.0422328,333.6361762,12.9133186,0.036638049,2.547105529
BCH,Bitcoin Cash,1/3/2021,407.2829399,353.2325157,413.5220852,352.9595642,54.8264359,0.134615105,2.609896219
BCH,Bitcoin Cash,1/4/2021,398.2928731,420.650072,460.8690935,379.4862983,-8.9900668,-0.022571498,2.600202535
BCH,Bitcoin Cash,1/5/2021,423.2725097,405.382917,423.5926992,390.5326668,24.9796366,0.059015495,2.626620063
BCH,Bitcoin Cash,1/6/2021,453.6552464,418.9548617,458.6854061,411.2529987,30.3827367,0.066973185,2.656725938
BCH,Bitcoin Cash,1/7/2021,458.2986858,454.0729104,483.7765149,433.416558,4.6434394,0.010131906,2.661148612
BCH,Bitcoin Cash,1/8/2021,437.0073483,447.8652631,454.876023,408.036598,-21.2913375,-0.048720777,2.64048874
BCH,Bitcoin Cash,1/9/2021,559.4612375,436.5100342,571.5173068,417.7533254,122.4538892,0.218878237,2.747770002
BCH,Bitcoin Cash,1/10/2021,600.0709734,575.0463991,628.4836864,548.7302304,40.6097359,0.067674888,2.77820262
BCH,Bitcoin Cash,1/11/2021,464.5213411,599.365998,601.9178532,399.0987335,-135.5496323,-0.291804962,2.667005671
BCH,Bitcoin Cash,1/12/2021,459.4799554,477.3188084,506.7814721,443.3985105,-5.0413857,-0.010971938,2.66226657
BCH,Bitcoin Cash,1/13/2021,489.9169546,452.1809428,510.4505615,435.7659961,30.4369992,0.062126854,2.690122469
BCH,Bitcoin Cash,1/14/2021,505.3554592,496.0626323,538.0550908,483.7329469,15.4385046,0.030549793,2.703596962
BCH,Bitcoin Cash,1/15/2021,486.0671052,526.4998806,535.2010414,453.2307962,-19.288354,-0.039682492,2.686696231
BCH,Bitcoin Cash,1/16/2021,489.1309976,491.0774736,515.5227688,473.948575,3.0638924,0.006263951,2.689425186
BCH,Bitcoin Cash,1/17/2021,486.1055452,489.8892751,495.5744057,461.9115425,-3.0254524,-0.006223859,2.686730575
BCH,Bitcoin Cash,1/18/2021,494.4911765,479.6232407,509.92828,469.7260761,8.3856313,0.016958101,2.694158547
BCH,Bitcoin Cash,1/19/2021,522.6227501,508.9581054,553.3348513,502.9720909,28.1315736,0.053827687,2.718188311
BCH,Bitcoin Cash,1/20/2021,493.6101573,507.9953053,518.5040985,471.0663304,-29.0125928,-0.058776329,2.693384088
BCH,Bitcoin Cash,1/21/2021,414.9185441,497.3016068,499.376171,405.4935968,-78.6916132,-0.189655571,2.617962845
BCH,Bitcoin Cash,1/22/2021,445.5016441,418.6262085,451.4107657,392.0414267,30.5831,0.06864868,2.648849311
BCH,Bitcoin Cash,1/23/2021,429.2040134,440.7035198,444.6048203,419.5463772,-16.2976307,-0.037971757,2.632663774
BCH,Bitcoin Cash,1/24/2021,435.3260767,431.5232028,449.1801723,422.3967878,6.1220633,0.014063167,2.638814683
BCH,Bitcoin Cash,1/25/2021,435.8105999,440.1086376,465.4485135,430.8592088,0.4845232,0.001111775,2.639297789
BCH,Bitcoin Cash,1/26/2021,426.5442098,432.5251119,438.7268614,415.7959553,-9.2663901,-0.021724337,2.629964051
BCH,Bitcoin Cash,1/27/2021,380.2202336,427.8517731,428.2392355,370.8537055,-46.3239762,-0.12183459,2.580035224
BCH,Bitcoin Cash,1/28/2021,409.3633649,378.2409807,410.2623976,371.4228405,29.1431313,0.071191352,2.612108974
BCH,Bitcoin Cash,1/29/2021,412.3158743,405.5229356,436.9345869,391.7228154,2.9525094,0.007160795,2.615230056
BCH,Bitcoin Cash,1/30/2021,414.0641605,407.3334222,416.5655039,392.3204261,1.7482862,0.004222259,2.617067642
BCH,Bitcoin Cash,1/31/2021,399.5189131,417.2967546,417.3753182,391.4230964,-14.5452474,-0.036406906,2.601537344
BCH,Bitcoin Cash,2/1/2021,412.5857178,399.9663674,439.1041673,390.3693501,13.0668047,0.031670521,2.61551419
BCH,Bitcoin Cash,2/2/2021,431.8165935,414.6345485,432.7398343,411.2823003,19.2308757,0.044534823,2.635299327
BCH,Bitcoin Cash,2/3/2021,445.3765984,430.7614244,449.9143893,429.0936647,13.5600049,0.030446155,2.648727394
BCH,Bitcoin Cash,2/4/2021,424.5518318,446.5543747,455.3713132,413.2958238,-20.8247666,-0.049051176,2.627930719
BCH,Bitcoin Cash,2/5/2021,444.2047409,421.405258,446.2900767,418.06373,19.6529091,0.044242907,2.647583189
BCH,Bitcoin Cash,2/6/2021,464.1033214,447.9192285,490.6563408,446.0626584,19.8985805,0.042875324,2.666614677
BCH,Bitcoin Cash,2/7/2021,440.2408864,458.5938762,464.6680866,429.8466832,-23.862435,-0.054203132,2.643690374
BCH,Bitcoin Cash,2/8/2021,479.6918965,445.5310704,484.1593163,437.178487,39.4510101,0.082242394,2.680962382
BCH,Bitcoin Cash,2/9/2021,509.3466132,484.7729434,514.5282459,473.9806323,29.6547167,0.058221093,2.707013423
BCH,Bitcoin Cash,2/10/2021,494.448515,515.6545021,533.7298447,469.7820133,-14.8980982,-0.030130737,2.694121077
BCH,Bitcoin Cash,2/11/2021,528.172472,495.3319345,541.8509203,491.4295309,33.723957,0.063850274,2.722775762
BCH,Bitcoin Cash,2/12/2021,567.6179737,530.459359,567.8892695,510.4419002,39.4455017,0.069493046,2.754056139
BCH,Bitcoin Cash,2/13/2021,637.1067022,577.3447934,668.9852991,542.4552611,69.4887285,0.109069216,2.804212174
BCH,Bitcoin Cash,2/14/2021,731.592844,669.2480671,749.7838003,653.4886882,94.4861418,0.129151266,2.864269449
BCH,Bitcoin Cash,2/15/2021,721.5720831,721.9042009,773.270854,605.0305659,-10.0207609,-0.013887401,2.858279722
BCH,Bitcoin Cash,2/16/2021,701.1918281,715.8175829,744.8707488,670.0588204,-20.380255,-0.029065163,2.845836846
BCH,Bitcoin Cash,2/17/2021,716.2313928,706.0692652,726.6994066,676.1281061,15.0395647,0.020998193,2.855053352
BCH,Bitcoin Cash,2/18/2021,703.604698,716.9476087,730.1054519,690.3222711,-12.6266948,-0.017945723,2.847328731
BCH,Bitcoin Cash,2/19/2021,726.949249,704.1357153,744.0712279,682.007201,23.344551,0.032113041,2.861504092
BCH,Bitcoin Cash,2/20/2021,647.1850993,719.282099,747.4239277,630.9154823,-79.7641497,-0.123247815,2.81102851
BCH,Bitcoin Cash,2/21/2021,699.9895001,679.1243588,736.401974,666.7476551,52.8044008,0.07543599,2.845091526
BCH,Bitcoin Cash,2/22/2021,626.2799396,706.611455,710.5082282,535.296529,-73.7095605,-0.11769427,2.796768501
BCH,Bitcoin Cash,2/23/2021,504.0430356,629.2793495,632.1969417,420.2178106,-122.236904,-0.242512832,2.702467618
BCH,Bitcoin Cash,2/24/2021,518.6673757,516.3736727,556.5753435,495.9370517,14.6243401,0.02819599,2.714888932
BCH,Bitcoin Cash,2/25/2021,515.4136906,527.7307254,557.5248205,501.7511738,-3.2536851,-0.006312764,2.71215595
BCH,Bitcoin Cash,2/26/2021,481.5850907,499.9448061,508.8653048,458.0917901,-33.8285999,-0.070244284,2.682673033
BCH,Bitcoin Cash,2/27/2021,490.9072451,484.6437731,501.2076647,480.9221902,9.3221544,0.018989645,2.690999442
BCH,Bitcoin Cash,2/28/2021,458.9447361,484.3218126,485.9252308,432.5940329,-31.962509,-0.069643481,2.661760393
BCH,Bitcoin Cash,3/1/2021,496.6899055,461.0179323,506.8927636,458.3053899,37.7451694,0.07599343,2.696085334
BCH,Bitcoin Cash,3/2/2021,507.1837707,501.7088052,550.3615294,494.8386525,10.4938652,0.020690459,2.705165348
BCH,Bitcoin Cash,3/3/2021,529.3245075,518.189549,555.7573069,511.9003501,22.1407368,0.041828286,2.723722002
BCH,Bitcoin Cash,3/4/2021,507.8456799,521.6857791,539.0947951,495.178166,-21.4788276,-0.042294005,2.705731762
BCH,Bitcoin Cash,3/5/2021,501.2267462,505.8047783,506.0104699,473.6663375,-6.6189337,-0.013205468,2.700034238
BCH,Bitcoin Cash,3/6/2021,501.5740297,497.775962,505.367556,482.8321057,0.3472835,0.000692387,2.700335042
BCH,Bitcoin Cash,3/7/2021,510.8298356,500.5598194,515.4251846,500.5268959,9.2558059,0.018119157,2.708276255
BCH,Bitcoin Cash,3/8/2021,521.3198015,516.4223939,526.5460023,501.3321187,10.4899659,0.02012194,2.717104221
BCH,Bitcoin Cash,3/9/2021,541.8657968,529.1869659,547.067297,523.534973,20.5459953,0.037917129,2.733891739
BCH,Bitcoin Cash,3/10/2021,558.1099827,545.7164981,568.1069301,518.1494941,16.2441859,0.029105707,2.746719791
BCH,Bitcoin Cash,3/11/2021,548.1551792,547.0097269,564.7395493,528.7071602,-9.9548035,-0.018160557,2.738903522
BCH,Bitcoin Cash,3/12/2021,531.7431987,550.0642667,564.0031298,510.2779635,-16.4119805,-0.030864486,2.725701944
BCH,Bitcoin Cash,3/13/2021,593.3101102,538.4855089,607.1082588,521.8946462,61.5669115,0.103768519,2.773281749
BCH,Bitcoin Cash,3/14/2021,567.4066078,591.6701418,599.2525975,555.0620834,-25.9035024,-0.045652451,2.753894389
BCH,Bitcoin Cash,3/15/2021,525.6755637,551.9029706,567.5181855,515.3222875,-41.7310441,-0.079385551,2.720717789
BCH,Bitcoin Cash,3/16/2021,528.7068287,524.0093694,538.2807284,503.1681781,3.031265,0.005733357,2.72321492
BCH,Bitcoin Cash,3/17/2021,537.0045635,528.6695181,539.2283552,512.0180537,8.2977348,0.015451889,2.729977976
BCH,Bitcoin Cash,3/18/2021,528.0624008,541.0567763,546.6231886,523.2091311,-8.9421627,-0.016933913,2.722685246
BCH,Bitcoin Cash,3/19/2021,536.8577622,528.2667413,550.527738,517.316091,8.7953614,0.016383039,2.729859237
BCH,Bitcoin Cash,3/20/2021,542.9177262,533.2666188,552.2728887,530.5361496,6.059964,0.011161846,2.734734022
BCH,Bitcoin Cash,3/21/2021,527.7730087,536.4610106,543.6183386,516.2497085,-15.1447175,-0.028695514,2.722447176
BCH,Bitcoin Cash,3/22/2021,510.1598791,523.9774075,539.3261871,506.91017,-17.6131296,-0.034524725,2.707706301
BCH,Bitcoin Cash,3/23/2021,515.0164738,509.8912122,533.2567937,506.1629025,4.8565947,0.009429979,2.711821121
BCH,Bitcoin Cash,3/24/2021,476.3737043,511.1139454,529.5862346,444.6631944,-38.6427695,-0.081118603,2.677947781
BCH,Bitcoin Cash,3/25/2021,476.2754365,474.5158495,482.6311997,451.6447348,-0.0982678,-0.000206326,2.677858184
BCH,Bitcoin Cash,3/26/2021,501.7633542,473.2748356,505.2624406,471.0930711,25.4879177,0.05079669,2.70049894
BCH,Bitcoin Cash,3/27/2021,501.6915886,506.1747229,509.9156201,486.5115525,-0.0717656,-0.000143047,2.70043682
BCH,Bitcoin Cash,3/28/2021,494.3466062,500.6614126,505.5049861,488.4312927,-7.3449824,-0.014857961,2.694031557
BCH,Bitcoin Cash,3/29/2021,516.4390104,497.1022609,523.7659548,491.565614,22.0924042,0.042778341,2.71301904
BCH,Bitcoin Cash,3/30/2021,524.7199182,518.1144717,536.3427494,511.604449,8.2809078,0.015781577,2.71992755
BCH,Bitcoin Cash,3/31/2021,536.5931263,526.1960586,539.4824918,503.7661436,11.8732081,0.022127022,2.729645105
BTC,Bitcoin,9/30/2013,123.65499,124.30466,124.75166,122.56349,0,0,2.092211647
BTC,Bitcoin,10/1/2013,125.455,123.65499,125.7585,123.63383,1.80001,0.014347854,2.098487975
BTC,Bitcoin,10/2/2013,108.58483,125.455,125.66566,83.32833,-16.87017,-0.155363968,2.035769156
BTC,Bitcoin,10/3/2013,118.67466,108.58483,118.675,107.05816,10.08983,0.08502093,2.074357996
BTC,Bitcoin,10/4/2013,121.33866,118.67466,121.93633,118.00566,2.664,0.02195508,2.083999195
BTC,Bitcoin,10/5/2013,120.65533,121.33866,121.85216,120.5545,-0.68333,-0.005663488,2.081546512
BTC,Bitcoin,10/6/2013,121.795,120.65533,121.99166,120.43199,1.13967,0.009357281,2.08562946
BTC,Bitcoin,10/7/2013,123.033,121.795,123.64016,121.35066,1.238,0.010062341,2.090021614
BTC,Bitcoin,10/8/2013,124.049,123.033,124.7835,122.59266,1.016,0.008190312,2.093593268
BTC,Bitcoin,10/9/2013,125.96116,124.049,128.01683,123.81966,1.91216,0.015180552,2.100236651
BTC,Bitcoin,10/10/2013,125.27966,125.96116,126.43666,124.11383,-0.6815,-0.00543983,2.097880566
BTC,Bitcoin,10/11/2013,125.9275,125.27966,126.0365,123.12966,0.64784,0.005144547,2.100120582
BTC,Bitcoin,10/12/2013,126.38333,125.9275,126.8965,125.2765,0.45583,0.003606726,2.101689794
BTC,Bitcoin,10/13/2013,135.24199,126.38333,135.24199,126.255,8.85866,0.06550229,2.131111553
BTC,Bitcoin,10/14/2013,133.20333,135.24199,135.69216,130.39275,-2.03866,-0.015304873,2.124515082
BTC,Bitcoin,10/15/2013,142.76333,133.20333,143.60483,132.94933,9.56,0.066963975,2.154616669
BTC,Bitcoin,10/16/2013,137.92333,142.76333,145.601,136.01466,-4.84,-0.03509196,2.139637734
BTC,Bitcoin,10/17/2013,142.95166,137.92333,144.311,137.53966,5.02833,0.035175037,2.155189203
BTC,Bitcoin,10/18/2013,152.55183,142.95166,152.6685,142.47949,9.60017,0.062930546,2.183417422
BTC,Bitcoin,10/19/2013,160.33883,152.55183,167.07999,152.5135,7.787,0.048565903,2.20503871
BTC,Bitcoin,10/20/2013,164.31499,160.33883,164.3315,159.89666,3.97616,0.024198401,2.215677185
BTC,Bitcoin,10/21/2013,177.63333,164.31499,177.71166,163.87149,13.31834,0.074976582,2.249524457
BTC,Bitcoin,10/22/2013,188.29716,177.63333,188.82383,177.11399,10.66383,0.056632984,2.27484377
BTC,Bitcoin,10/23/2013,200.70166,188.29716,202.34333,185.81683,12.4045,0.061805667,2.302550965
BTC,Bitcoin,10/24/2013,180.355,200.70166,201.33316,158.72216,-20.34666,-0.112814505,2.256128187
BTC,Bitcoin,10/25/2013,175.03166,180.355,184.09033,162.56466,-5.32334,-0.030413583,2.243116612
BTC,Bitcoin,10/26/2013,177.6965,175.03166,180.3185,174.74483,2.66484,0.014996581,2.249678874
BTC,Bitcoin,10/27/2013,187.15983,177.6965,188.3985,174.9035,9.46333,0.050562826,2.272212642
BTC,Bitcoin,10/28/2013,192.75666,187.15983,192.83983,185.88116,5.59683,0.029035728,2.285009392
BTC,Bitcoin,10/29/2013,197.4,192.75666,198.41366,191.62716,4.64334,0.023522492,2.295347148
BTC,Bitcoin,10/30/2013,196.02499,197.4,198.79333,192.83366,-1.37501,-0.007014463,2.29231144
BTC,Bitcoin,10/31/2013,198.04883,196.02499,198.57,195.02916,2.02384,0.010218894,2.296772281
BTC,Bitcoin,11/1/2013,198.93233,198.04883,199.09783,195.49,0.8835,0.004441209,2.298705369
BTC,Bitcoin,11/2/2013,200.543,198.93233,201.24116,198.71016,1.61067,0.008031544,2.302207507
BTC,Bitcoin,11/3/2013,210.3075,200.543,211.17133,200.296,9.7645,0.046429633,2.322854761
BTC,Bitcoin,11/4/2013,225.02,210.3075,227.02833,209.23333,14.7125,0.065383077,2.35222112
BTC,Bitcoin,11/5/2013,248.25333,225.02,248.32116,221.84833,23.23333,0.093587184,2.394895083
BTC,Bitcoin,11/6/2013,262.32666,248.25333,262.67166,242.95166,14.07333,0.053648112,2.41884243
BTC,Bitcoin,11/7/2013,294.48699,262.32666,294.48749,260.45166,32.16033,0.109207982,2.469066113
BTC,Bitcoin,11/8/2013,331.10325,294.48699,343.67975,293.48749,36.61626,0.110588646,2.519963444
BTC,Bitcoin,11/9/2013,285.8875,331.10325,355.2275,277.25275,-45.21575,-0.158159241,2.456195167
BTC,Bitcoin,11/10/2013,304.97974,285.8875,323.27249,260.70325,19.09224,0.062601667,2.48427099
BTC,Bitcoin,11/11/2013,338.137,304.97974,339.795,303.6505,33.15726,0.098058657,2.529092695
BTC,Bitcoin,11/12/2013,357.48,338.137,358.94999,336.30775,19.343,0.054109321,2.553251749
BTC,Bitcoin,11/13/2013,402.954,357.48,409.51,350.20999,45.474,0.112851591,2.605255471
BTC,Bitcoin,11/14/2013,409.10375,402.954,415.93975,383.5775,6.14975,0.01503225,2.61183346
BTC,Bitcoin,11/15/2013,420.21649,409.10375,427.90425,386.565,11.11274,0.026445273,2.623473091
BTC,Bitcoin,11/16/2013,437.29725,420.21649,437.9695,415.1975,17.08076,0.039059839,2.640776746
BTC,Bitcoin,11/17/2013,510.6025,437.29725,512.16999,436.13324,73.30525,0.143566179,2.708082937
BTC,Bitcoin,11/18/2013,693.65,510.6025,781.82624,491.585,183.0475,0.26389029,2.841140391
BTC,Bitcoin,11/19/2013,531.54249,693.65,716.825,394.90624,-162.10751,-0.304975638,2.725537987
BTC,Bitcoin,11/20/2013,574.71599,531.54249,580.11375,428.9815,43.1735,0.075121453,2.75945328
BTC,Bitcoin,11/21/2013,681.33,574.71599,705.49725,570.78025,106.61401,0.156479254,2.833357512
BTC,Bitcoin,11/22/2013,774.18,681.33,775.6525,651.89599,92.85,0.119933349,2.888841948
BTC,Bitcoin,11/23/2013,746.19374,774.18,823.41525,691.6925,-27.98626,-0.037505354,2.872851601
BTC,Bitcoin,11/24/2013,768.8475,746.19374,787.2475,707.75149,22.65376,0.029464569,2.885840207
BTC,Bitcoin,11/25/2013,789.36475,768.8475,793.71424,739.8375,20.51725,0.025992103,2.897277729
BTC,Bitcoin,11/26/2013,893.1815,789.36475,904.585,787.19,103.81675,0.116232535,2.950939719
BTC,Bitcoin,11/27/2013,934.355,893.1815,965.2525,870.38525,41.1735,0.044066228,2.970511914
BTC,Bitcoin,11/28/2013,1068.363,934.355,1084.9466,912.931,134.008,0.125433022,3.028718839
BTC,Bitcoin,11/29/2013,1154.92593,1068.363,1157.49894,1028.22683,86.56293,0.074951066,3.062554132
BTC,Bitcoin,11/30/2013,1099.51926,1154.92593,1156.02831,1099.2065,-55.40667,-0.050391723,3.041202841
BTC,Bitcoin,12/1/2013,1019.78966,1099.51926,1099.70754,783.68616,-79.7296,-0.078182397,3.008510604
BTC,Bitcoin,12/2/2013,1028.845,1019.78966,1049.67916,929.95483,9.05534,0.008801462,3.012349951
BTC,Bitcoin,12/3/2013,1071.2848,1028.845,1092.83331,1021.177,42.4398,0.039615796,3.029904943
BTC,Bitcoin,12/4/2013,1139.33083,1071.2848,1151.29749,1066.87277,68.04603,0.059724558,3.056649849
BTC,Bitcoin,12/5/2013,1004.61633,1139.33083,1144.36916,870.3838,-134.7145,-0.134095471,3.002000233
BTC,Bitcoin,12/6/2013,759.43041,1004.61633,1038.55,656.87499,-245.18592,-0.32285502,2.880487984
BTC,Bitcoin,12/7/2013,689.81,759.43041,826.32766,558.08333,-69.62041,-0.100926936,2.838729486
BTC,Bitcoin,12/8/2013,841.83966,689.81,845.85092,682.71342,152.02966,0.180592181,2.925229382
BTC,Bitcoin,12/9/2013,916.77599,841.83966,948.68183,809.91748,74.93633,0.081738975,2.962263231
BTC,Bitcoin,12/10/2013,967.42866,916.77599,1004.93666,900.68016,50.65267,0.052358042,2.985618949
BTC,Bitcoin,12/11/2013,866.29003,967.42866,975.62383,832.22683,-101.13863,-0.116749156,2.937663316
BTC,Bitcoin,12/12/2013,911.23204,866.29003,919.30033,843.4055,44.94201,0.04932005,2.959628982
BTC,Bitcoin,12/13/2013,889.81946,911.23204,933.17016,859.44999,-21.41258,-0.02406396,2.949301899
BTC,Bitcoin,12/14/2013,848.9975,889.81946,897.30915,848.25583,-40.82196,-0.048082544,2.928906411
BTC,Bitcoin,12/15/2013,868.95316,848.9975,886.23583,819.43828,19.95566,0.022965173,2.938996367
BTC,Bitcoin,12/16/2013,653.80483,868.95316,876.21516,636.15056,-215.14833,-0.329071185,2.815448125
BTC,Bitcoin,12/17/2013,654.06266,653.80483,757.02366,647.62209,0.25783,0.000394198,2.815619356
BTC,Bitcoin,12/18/2013,553.69166,654.06266,654.06266,422.497,-100.371,-0.181275983,2.743267982
BTC,Bitcoin,12/19/2013,693.05883,553.69166,710.3255,545.53966,139.36717,0.201089957,2.840770101
BTC,Bitcoin,12/20/2013,649.38965,693.05883,733.23666,598.06131,-43.66918,-0.067246498,2.812505363
BTC,Bitcoin,12/21/2013,595.95883,649.38965,651.8435,580.72816,-53.43082,-0.08965522,2.775216259
BTC,Bitcoin,12/22/2013,647.68316,595.95883,671.59166,594.36595,51.72433,0.079860545,2.811362605
BTC,Bitcoin,12/23/2013,671.58116,647.68316,685.3675,632.5431,23.898,0.035584679,2.827098504
BTC,Bitcoin,12/24/2013,659.84333,671.58116,675.614,645.78333,-11.73783,-0.017788814,2.819440831
BTC,Bitcoin,12/25/2013,702.00083,659.84333,720.22498,651.53,42.1575,0.060053348,2.846337626
BTC,Bitcoin,12/26/2013,758.01016,702.00083,780.93666,698.07,56.00933,0.073889946,2.879675027
BTC,Bitcoin,12/27/2013,734.01166,758.01016,772.90666,723.98666,-23.9985,-0.032694985,2.865702959
BTC,Bitcoin,12/28/2013,717.92623,734.01166,753.83333,705.1025,-16.08543,-0.022405408,2.856079821
BTC,Bitcoin,12/29/2013,752.82022,717.92623,759.6362,713.751,34.89399,0.046351027,2.876691275
BTC,Bitcoin,12/30/2013,744.17249,752.82022,763.83,743.7,-8.64773,-0.011620599,2.871673611
BTC,Bitcoin,12/31/2013,768.40783,744.17249,772.959,733.19433,24.23534,0.031539684,2.885591782
BTC,Bitcoin,1/1/2014,769.09849,768.40783,774.26333,750.52516,0.69066,0.000898012,2.885981959
